transcription,count,intent,,
Leaving a friend of mine alone at a dance - I felt I should have kept her company.,1,EMOTION_GUILT,,
"When I realised that I was forgiven by the God who is there, when I realised how much God loves me and that my acceptance with him is not based on my performance - that he loves me unconditionally and showed that love in Christ who died because I do need forgiveness.",1,EMOTION_JOY,,
"Fear - paralysing - that I would not be accepted by the God who I believed to be there because I was ""morally bankrupt"" (before becoming a Christian and realising that that was why Christ came to free us from sin and to forgive us).",1,EMOTION_FEAR,,
"At my father's treatment of my mother, at his disregard for her, and not being committed to her.",1,EMOTION_ANGER,,
"At a lack of love of my father for my mum, sadness for him more than anyone else because he does not realise how much love and happiness there could be between them, and is, and how much he is damaging himself apart from mum.",1,EMOTION_SADNESS,,
"At what I was capable of of selfishly using others for sexual encounters, while I held a vision of having a deepening above-board (you know, ""girl next door"") devotion to a girl in my head. My drives and actions did not match this so consequently I felt disgusted at my failure.",1,EMOTION_DISGUST,,
"At using other people, because of sexual experience that was using another to the detriment of both. Anxiety that I may have affected another for the worst.",1,EMOTION_SHAME,,
"For the above: guilt at not living up to my own moral expectation, guilt for not being the type of person my patents wanted, guilt for just about bloody everything, just realising that I have failed drastically in my own eyes.",1,EMOTION_GUILT,,
"I was rock-climbing and absailing & felt OK, but suddenly as I was going over the cliff I was hit by fear - I couldn't go on absailing down the cliff and had to be actually hauled back up it.",1,EMOTION_FEAR,,
"I told my boy friend not to park in a certain place because the car would ger towed away - he didn't listen and it was towed away. At that stage, our finances were below the poverty line & it cost us $10.00 - all the money we had to get us through that week (including rent).",1,EMOTION_ANGER,,
My sister won a scholarship to Norway and it was particularly as she walked across the tarmac to get on the plane and she looked back at us.,1,EMOTION_SADNESS,,
I work part-time as a shop-assistant and a customer spoke to me very loudly about an Indian man & white woman with children - how horrible that was and would I want to have little dark children.,1,EMOTION_DISGUST,,
"My mother told my uncle who is a Roman Catholic Priest (Redemptist Father) that I had been living in a de-facto relationship for three years. He was very, very angry at me.",1,EMOTION_SHAME,,
"I ""snapped"" very abruptly at my mother when she said something silly and stupid, (in front of other people) she looked so defenceless & hurt & told them that I'm always doing that.",1,EMOTION_GUILT,,
"I received a wedding invitation from an ex-flatmate, enclosed was a small note that overcame a lot of the differences that had arisen between us due to the circumstances in which she left the flat.",1,EMOTION_JOY,,
"One afternoon, helping at home on the property, I was (mustering) getting in cattle and a bull turned and came for me.",1,EMOTION_FEAR,,
"Getting a terrible exam mark, which I couldn't understand the reason for, and trying to see a lecturer or tutor, but being given the runaround.",1,EMOTION_ANGER,,
"Watching an old lady running up the street to catch her bus and miss it, it reminded me of my own mother and how dreadful it would be to be her in the same situation.",1,EMOTION_SADNESS,,
"Coming home one night - my sister was home, and had been drinking heavily and started picking arguments.",1,EMOTION_DISGUST,,
When I am travelling by car and have to meet an oncoming car while overtaking.,1,EMOTION_FEAR,,
When a close relative is treated badly.,1,EMOTION_ANGER,,
When a close friend died.,1,EMOTION_SADNESS,,
When I saw all the starving people in Ethiopia on T.V.  It felt awful to see such suffering.,1,EMOTION_DISGUST,,
[ No response.],1,EMOTION_SHAME,,
When a mistake occurred at work which I was not responsible for.  This was disclosed later.,1,EMOTION_GUILT,,
When I called my boyfriend he asked me if I would live with him.,1,EMOTION_JOY,,
Last Summer in Italy I was attacked by a dog.It was terrible to feel that untidy dirty dog against my naked skin.,1,EMOTION_FEAR,,
When my father's new fiancee treats me like a child.  She does not trust me and constantly misunderstands me.  I get particularly angry when she says nasty things about my boyfriend with whom she works.,1,EMOTION_ANGER,,
"When the guy I was in love with told me that he had met someone else and that we would not meet again for a year.  Although we did not have a steady relatioship, we were having an affair.",1,EMOTION_SADNESS,,
[ No response.],1,EMOTION_DISGUST,,
[ No response.],1,EMOTION_SHAME,,
[ No response.],1,EMOTION_GUILT,,
When my love for a guy was returned.,1,EMOTION_JOY,,
"When I think of death - not my own but that of my parents, brothers and sisters.",1,EMOTION_FEAR,,
My parents did not approve my choice of a boyfriend (now an ex-boyfriend).  He happened to be 13 years older than me and he was considered completely unsuitable for me.  IDIOT.,1,EMOTION_ANGER,,
[ No response.],1,EMOTION_SADNESS,,
When my uncle comes (3 times a year) for the traditional Christmas dinner with my grandparents and other relatives and is very drunk.,1,EMOTION_DISGUST,,
[ No response.],1,EMOTION_SHAME,,
I was living at home during the Summer vacations and towards the end decided to take some of my clothes and other belongings to the appartment in Guttenburg.  When I had finished I went to my ex-boyfriend's (relationship uncertain) home and stayed there till 5 A.M.  I had to leave then as my parents needed the car for work in the morning.  My parents do not like my boyfriend.,1,EMOTION_GUILT,,
I met my present boyfriend on a boat trip to England.  We had said that we would call each other when we got back to Sweden (we were not going to the same town in England).  As soon as I walked in he called from England as he could not wait till he came home.,1,EMOTION_JOY,,
When my mother's heart nearly stopped.,1,EMOTION_FEAR,,
"There was a sofa in my flat which belonged to the old tenants who were acquaintances.  It should have been picked up a year ago but they had postponed it.  Eventually they decided on one date and I stayed at home despite the fact that I had other things to do.  They did not come, nor did they call and they still have not got in touch with me.",1,EMOTION_ANGER,,
When my ex-boyfriend and I separated.,1,EMOTION_SADNESS,,
"Very intoxicated men who incite each other to fight.   I met a vile smelling man on the tram who got closer and closer to me till I got up, then he got angry.",1,EMOTION_DISGUST,,
[ Do not remember any situation of that kind.],1,EMOTION_SHAME,,
When my nephew asked me to tell him a story and I simply did not have the energy or the will.  When I saw his disappointment I was terribly guilty and read a story to him after all.,1,EMOTION_GUILT,,
When I fell in love.,1,EMOTION_JOY,,
"Earlier, I was afraid of speaking in front of a crowd of people.",1,EMOTION_FEAR,,
A girl I was with went off with another guy.,1,EMOTION_ANGER,,
At set-backs.,1,EMOTION_SADNESS,,
I worked in a harbour and emptied latrine containers from the back of the lorries.,1,EMOTION_DISGUST,,
The day after the night I drank too much at a party.,1,EMOTION_SHAME,,
[ Can not think of anything.],1,EMOTION_GUILT,,
When I was accepted as a student of Psychology here at Gutttenburg.,1,EMOTION_JOY,,
I woke up in the middle of the night as I had jumped and shouted with fear.  I thought that someone's cold hand or something similar had touched my hand.  I crept down under the covers and went back to sleep.,1,EMOTION_FEAR,,
[ No response.],1,EMOTION_ANGER,,
[ No response.],1,EMOTION_SADNESS,,
When I was a young teenager (14)  my brother-in-law to be had made heavy advances to me.  I did not understand very well what it was all about but I reacted strongly and the feelings are still there.,1,EMOTION_DISGUST,,
[ No response.],1,EMOTION_SHAME,,
I broke off with my partner as I wanted him as a friend and not as a lover.  He reacted very violently and I felt guilty as I had made him so desperately unhappy.,1,EMOTION_GUILT,,
I made dinner for some friends and they appreciated it very much.,1,EMOTION_JOY,,
I was nearly knocked down while I was cycling.,1,EMOTION_FEAR,,
My father and I had an argument because I do not help enough at home.,1,EMOTION_ANGER,,
[ No response.],1,EMOTION_SADNESS,,
I had intercourse with someone and then I realized that what I had done was wrong and it disgusted me.,1,EMOTION_DISGUST,,
[ Do not know.],1,EMOTION_SHAME,,
I said nasty things which I did not mean to a friend.,1,EMOTION_GUILT,,
After intercourse.,1,EMOTION_JOY,,
Disappointment over a friend.,1,EMOTION_FEAR,,
Quarrelled with my younger brother.,1,EMOTION_ANGER,,
When I woke up after a nightmare.,1,EMOTION_SADNESS,,
Helping older people on the toilet.,1,EMOTION_DISGUST,,
[ Can not think of anything.],1,EMOTION_SHAME,,
Squeezed the puppy in the door.,1,EMOTION_GUILT,,
When I was notified that I had been accepted as a Psychology student.,1,EMOTION_JOY,,
Motor failure on a boat outside Gottenburg when we were in heavy  seas and the wind was strong.  As we could not steer the boat we drifted towards the rocks.  We did not succeed in attracting the attention of any passerby until 4 hours had elapsed.,1,EMOTION_FEAR,,
A lady I live with had not bothered to clean up before she went   on holiday (I live in a collective).,1,EMOTION_ANGER,,
When I heard that a good friend had committed suicide.,1,EMOTION_SADNESS,,
I was present when they found a shop-keeper dead in his shop.  He had been shot with a shotgun at close range.,1,EMOTION_DISGUST,,
[ I do not remember when I last felf ashamed.  I do not usually feel ashamed of what I do.],1,EMOTION_SHAME,,
My mother accused me of not visiting her enough when she was in hospital for an eye operation.,1,EMOTION_GUILT,,
"After I had made my debut at Ullevi against IFK, Gottenburg and got a good write up in the paper.",1,EMOTION_JOY,,
"When I was 7-8 years old, I woke up one night and found myself alone at home.  My mother had gone out to buy cigarattes from a machine.",1,EMOTION_FEAR,,
[ No response.],1,EMOTION_ANGER,,
When I found out that I had failed to pass my exams during the term by one point.  The fact that exactly the same thing had happened last term did not help.,1,EMOTION_SADNESS,,
"When I was touring Asia with my present football team, I saw old Europeans with young asiatic prostitutes.",1,EMOTION_DISGUST,,
[ No response.],1,EMOTION_SHAME,,
[ No response.],1,EMOTION_GUILT,,
As an evening class teacher I got positive feedback.  When the atmosphere is good and a kind of relaxed understanding exists.,1,EMOTION_JOY,,
After mischieviously ringing on the chemist's trade-entrance doorbell and getting caught by him.,1,EMOTION_FEAR,,
The sight of a man who ran amok (fighting) at a dance.,1,EMOTION_ANGER,,
When out of work.,1,EMOTION_SADNESS,,
"With my mouth full of bun, I drank directly from a packet of milk which turned out to be weeks old (completely separated).  It took a while for the milk to seep through the bun.",1,EMOTION_DISGUST,,
[ No response.],1,EMOTION_SHAME,,
A boy who shot dead a squirrel.,1,EMOTION_GUILT,,
When I was accepted as supervisor for a student teacher.  The notification came by post.,1,EMOTION_JOY,,
"When I was involved in a car accident last November, after the first fall of snow.  I lost control of the car and it spun round and landed on the opposite side of the road, on the hard shoulder.  It was stopped by a pole on top of a bank sloping down to a stream.",1,EMOTION_FEAR,,
"With the job appointments committee when the headmaster in charge explained that a male teacher was more suitable for the particular post.  I had more years of service than the male teacher, but this was not taken into consideration.  I could have been given a less attractive job if things had gone the way the headmaster wanted.",1,EMOTION_ANGER,,
A colleague's 17 year old daughter is seriously ill with cancer and has only a year to live.  I  heard about it 6 weeks ago.,1,EMOTION_SADNESS,,
[ No response.],1,EMOTION_DISGUST,,
[ No response.],1,EMOTION_SHAME,,
[ No response.],1,EMOTION_GUILT,,
"When a close friend met me at the station in the middle of the night, when I came back from a long and tiring journey.",1,EMOTION_JOY,,
"Having quarreled with a boyfriend, he threatened to leave me.",1,EMOTION_FEAR,,
Someone didn't show up at a meeting in spite of having agreed to come.,1,EMOTION_ANGER,,
"When I understood that my marriage was falling apart, and we decided to be legally separated.",1,EMOTION_SADNESS,,
"At an anti-pornography meeting, when samples from films and magazines were shown.",1,EMOTION_DISGUST,,
Comments from other children on my alcoholic father,1,EMOTION_SHAME,,
"Having failed to help with the 5th of March arrangements (Women's Day), although I had previously promised to take part in the work.",1,EMOTION_GUILT,,
"When I was able to buy my new car, after lots of problems.",1,EMOTION_JOY,,
"After my car accident, when I woke up in a heap of stones.",1,EMOTION_FEAR,,
"When I tried to put up a tent some years ago, I was teased and hindered by my cousin.",1,EMOTION_ANGER,,
When my grandfather died.,1,EMOTION_SADNESS,,
NO RESPONSE.,1,EMOTION_DISGUST,,
"Hit a dog with my car, and didn't stop.",1,EMOTION_SHAME,,
"Car accident. I let a 16-year old, incompetent parson take the wheel and I feel very guilty about what happened even though I suffered the worst injuries.",1,EMOTION_GUILT,,
When I was admitted to a certain school as a student.,1,EMOTION_JOY,,
My father has a chronic desease. In the autumn of 1983 he had a very strong fit or seizure.,1,EMOTION_FEAR,,
"A drunken friend of mine was beating up another friend, who was also drunk.",1,EMOTION_ANGER,,
When I didn't get a certain job at Lillehammer which I wanted very much.,1,EMOTION_SADNESS,,
My boss on the job failed to keep his promise about something he knew was extremely important to me.,1,EMOTION_DISGUST,,
An exam where questions about very specific knowledge were asked.,1,EMOTION_SHAME,,
I hit my little sisiter on the head with a stone while we were fighting.,1,EMOTION_GUILT,,
"When my father managed to begin a ""new life"" after the divorce from my mother; resulting in a new little sister for me.",1,EMOTION_JOY,,
"A ""near-accident"" in a car, driving too fast on an icy road.",1,EMOTION_FEAR,,
"My mother and her friends were speaking badly about my father when they were separated, and my brothers and sisters and myself were allowed to listen.",1,EMOTION_ANGER,,
"Being bored in school, not being able to marry and have children.",1,EMOTION_SADNESS,,
When my mother's new husband treated her and my brothers and sisters badly.,1,EMOTION_DISGUST,,
Stealing from my mother's purse when I was a little boy.,1,EMOTION_SHAME,,
NO RESPONSE.,1,EMOTION_GUILT,,
"I was in hospital, and then was visited by someone quite unexpected.",1,EMOTION_JOY,,
"I was hunting, and was lost in the fog in the mountains.",1,EMOTION_FEAR,,
"I was accused of a misdemeanour, unjustly.",1,EMOTION_ANGER,,
When my girlfriend left me.,1,EMOTION_SADNESS,,
Slaughtering of animals.,1,EMOTION_DISGUST,,
"I entered the wrong room, and got into a bed where someone already was sleeping.",1,EMOTION_SHAME,,
I failed to show up at an agreed date.,1,EMOTION_GUILT,,
"When I finally managed to get a specific sound from my guitar, after baving tried for a long time.",1,EMOTION_JOY,,
"Climbing a mountain, I got stuck and realized I could get neither up nor down.",1,EMOTION_FEAR,,
Meeting generally dominating persons in social occasions.,1,EMOTION_ANGER,,
"Discovering that Lillehammer provided no musical environment that suits my taste, even though I had been told so.",1,EMOTION_SADNESS,,
Can't describe any disgust situation.,1,EMOTION_DISGUST,,
When the cast general election resulted in Norway getting a conservative government.,1,EMOTION_SHAME,,
A friend of mine shot himself through the head after having told me and others that he would do so.,1,EMOTION_GUILT,,
When my children were born.,1,EMOTION_JOY,,
When I almost ran over a small boy who suddenly was in front of my car.,1,EMOTION_FEAR,,
"When my father phoned me to come home from my vacation, since he no longer had the time to look after my garden and animals.",1,EMOTION_ANGER,,
When I was told that a good friend was seriously ill.,1,EMOTION_SADNESS,,
When I learned that a relative had been spreading rumours about me.,1,EMOTION_DISGUST,,
"I was talking badly about a person to some friends, and discovered that his daughter was listening.",1,EMOTION_SHAME,,
"When my ex-husband left our house, and the children cried because he was not coming back.",1,EMOTION_GUILT,,
"When my special friend said ""I love you"" for the first time.",1,EMOTION_JOY,,
"After having watched a crime show on the TV, I was about to take the dog for a walk. Then, suddenly, there was a man on the porch... (We live some distance away from other people).",1,EMOTION_FEAR,,
When my car suddenly broke down !,1,EMOTION_ANGER,,
When an earlier friend was spreading negative rumours about me.,1,EMOTION_SADNESS,,
"There is a certain person, whom I only have seen. He makes me cringe, feel disgust.",1,EMOTION_DISGUST,,
Cheating to get the best grade on a test in 7th grade.,1,EMOTION_SHAME,,
"A kitten had wandered into our office, and I was told to take it back across the street. When I crossed back, the kitten followed me and was run over and killed by a car.",1,EMOTION_GUILT,,
When my term paper was evaluated.,1,EMOTION_JOY,,
"After seeing a terror movie at the cinema, I was so scared that I couldn't even drive the car into the garage. I often thought about the film afterwards, hoping such things couldn't exist in the ""real world"".",1,EMOTION_FEAR,,
"Angry with my brother, who was making fun of me, teasing me.",1,EMOTION_ANGER,,
When my gradmother died.,1,EMOTION_SADNESS,,
I overreacted towards my mother and felt ashamed afterwards.,1,EMOTION_SHAME,,
"When my parents work very hard and get tired - while I go to school and study instead of helping them. I feel that I'm letting them down, disappointing them.",1,EMOTION_GUILT,,
Got in touch with earlier friends after a long absence.,1,EMOTION_JOY,,
I lost my way on a trip in the mountains.,1,EMOTION_FEAR,,
"Being subject to unfair treatment in a working group, someone ""bending the rules"" was protected by the boss. This resulted in more work for the others.",1,EMOTION_ANGER,,
The death of a close friend.,1,EMOTION_SADNESS,,
"Was confronted with a person having negative thoughts of other people because of their social status, beliefs, color and outlook on life (perspective).",1,EMOTION_DISGUST,,
"Feeling inadequate in a group situation, being unable to convey my own thoughts and feelings.",1,EMOTION_SHAME,,
I failed to complete a working task within the agreed time.,1,EMOTION_GUILT,,
Receiving a much wanted letter from a very good friend who lives abroad.,1,EMOTION_JOY,,
"Before getting back the results of a test in school, when I had worked very hard and was worried about not succeeding.",1,EMOTION_FEAR,,
"One of my best friends accused me of giving up to early on problems. It was only a casual remark on her side, but I was angry and hurt.",1,EMOTION_ANGER,,
"Realizing that school will soon be over, and we will all go different ways, perhaps never meeting again our friends from this year.",1,EMOTION_SADNESS,,
In a public swimming hall I saw a very aggressive man who practically attacked the children who got in his way when he was swimming.,1,EMOTION_DISGUST,,
"I was making very strong statements about infidelity in couples. Then I discovered that one of my best friends, who had just been through a very sad case of mutual infidelity, was listening.",1,EMOTION_SHAME,,
"I had planned a trip to the South during Easter, together with a friend. She was very sorry when I changed my mind and decided not to go after all.",1,EMOTION_GUILT,,
"A friend which I hadn't seen for years, sent me a small present.",1,EMOTION_JOY,,
"One dark night with no street lights, a car was obviously following me.",1,EMOTION_FEAR,,
"I was subject to false accusations, and got very angry.",1,EMOTION_ANGER,,
I was told by a good friend that we couldn't be friends any more because of his relationship with another girl.,1,EMOTION_SADNESS,,
"This is difficult, since I don't remember feeling disgust towards anyone.",1,EMOTION_DISGUST,,
"If I don't go to lectures, I often feel ashamed.",1,EMOTION_SHAME,,
I was very angry with a girlfriend for interferring a little too much with my personal affairs. I told her so rather strongly and she started crying.,1,EMOTION_GUILT,,
"When my fiancee travelled 2000 Km to visit me, and I hadn't seen her for 4 months.",1,EMOTION_JOY,,
"I was beaten up at a private New Year's party once, through no fault of mine.",1,EMOTION_FEAR,,
"I felt unfairly treated at an airport, being told to use a different counter (for domestic traffic only).",1,EMOTION_ANGER,,
When my grandmother died.,1,EMOTION_SADNESS,,
The murder of two girls on a school trip to Berlin (and sexual crimes generally) a couple of years ago.,1,EMOTION_DISGUST,,
When taking part in the mobbing of one of my best friends in primary school.,1,EMOTION_SHAME,,
"When I secretly tried smoking for the first time, being 12 years old.",1,EMOTION_GUILT,,
"When the person that I was very fond of, returned to me.",1,EMOTION_JOY,,
Not applicable to myself.,1,EMOTION_FEAR,,
When students in our working group showed no responsibility or interest in our work.,1,EMOTION_ANGER,,
A very close friend left me.,1,EMOTION_SADNESS,,
"Some people were unfairly treated, because of their nationality/colour.",1,EMOTION_DISGUST,,
Taking part in the mobbing of some girls in my class in primary school.,1,EMOTION_SHAME,,
Not applicable to myself.,1,EMOTION_GUILT,,
A close acquaintace cried for me. I felt happy because somebody cared.,1,EMOTION_JOY,,
A letter from my boyfriend began in such a way that I thought he was going to end our relationship. I was afraid of reading the rest.,1,EMOTION_FEAR,,
"My nephew is a deaf and also ""hyperactive"" boy. I had been responsible for looking after him for a full day, and was very tired. Then he suddenly grabbed a knife and stabbed me in the leg. I got so angry that I didn't feel any pain.",1,EMOTION_ANGER,,
A woman I know is slowly dying from cancer. Observing this process makes me sad.,1,EMOTION_SADNESS,,
Close friends talking badly of other friends.,1,EMOTION_DISGUST,,
"My father died after two very painful weeks in bed. I felt relieved, and was ashamed of that.",1,EMOTION_SHAME,,
"We had a day off from school. Instead of helping my mother with her job, I stayed in bed all day.",1,EMOTION_GUILT,,
Renewed contact with an earlier friend.,1,EMOTION_JOY,,
Fearing the use of power or reprimands when I belong to the minority.,1,EMOTION_FEAR,,
"A close friend first said he accepted an agreement, but later used that agreement as a reason for attacking me.",1,EMOTION_ANGER,,
When realizing that my girlfriend and myself in fact had started the process of breaking up.,1,EMOTION_SADNESS,,
"Political and military trnsgressions around the world, generally speaking. This cannot be described through this questionaire.",1,EMOTION_DISGUST,,
Was accused of having hidden intentions in a situation when I believed I was acting honestly and fairly.,1,EMOTION_SHAME,,
"When my aunt took her own life, I felt guity for not understanding that she needed support.",1,EMOTION_GUILT,,
"Receiving a postcard form my sweetheart who was abroad on vacation, not being at all sure if he would write me or not.",1,EMOTION_JOY,,
Doesn't apply.,1,EMOTION_FEAR,,
"When I tried to breake it up with my boyfriend, and he refused to let me go.",1,EMOTION_ANGER,,
Having to go back home form the U.S. after having been there for ten weeks to visit my brother and his family.,1,EMOTION_SADNESS,,
Doesn't apply.,1,EMOTION_DISGUST,,
Doesn't apply.,1,EMOTION_SHAME,,
"I dated another boy several times, when I was still ""going with"" my former boyfriend. This made me feel a little bit guilty towards my friend.",1,EMOTION_GUILT,,
Finding my glasses again after having lost them in town.,1,EMOTION_JOY,,
Falling off a cliff in the mountains.,1,EMOTION_FEAR,,
Having a fight with a class mate.,1,EMOTION_ANGER,,
When the gear broke on my car.,1,EMOTION_SADNESS,,
Can't remember having had this feeling.,1,EMOTION_DISGUST,,
Can't remember that feeling.,1,EMOTION_SHAME,,
I forgot to lock the outside door at my Land Lady's place.,1,EMOTION_GUILT,,
I got a job right after school was over.,1,EMOTION_JOY,,
Going home alone through the forest after a girl guide (scout ?) meeting.,1,EMOTION_FEAR,,
I get angry when people disbelieve me or misunderstand me.,1,EMOTION_ANGER,,
At the death of a close relative.,1,EMOTION_SADNESS,,
"Having been unjustly punished, I feel disgust towards the person responsible.",1,EMOTION_DISGUST,,
Being caught in changing the truth (lying).,1,EMOTION_SHAME,,
"Doing something wrong at home, and then letting my (normally) more rampant brother take the blame.",1,EMOTION_GUILT,,
Having passed the exam required to be an authorized Radio/TV dealer.,1,EMOTION_JOY,,
"Climbing a mountain where the rocks were very loose. When we realized the danger, we were very high up, but still had a long climb ahead.",1,EMOTION_FEAR,,
"Being a spokesman for the union, I got into a quarrel with a colleague who had been acting disloyally over a sustained period of time.",1,EMOTION_ANGER,,
"When my grandfather died, with whom I had a very close relationship.",1,EMOTION_SADNESS,,
"Reading about executions and massacres which happened during World War II, I felt disgust towards those who did it.",1,EMOTION_DISGUST,,
"I woke up at the house of someone I knew, not remembering very much about what had been said or done during the party on the previous night.",1,EMOTION_SHAME,,
"Borrowing a car, and then having a minor accident (breaking a headlight).",1,EMOTION_GUILT,,
Succeeding in helping others.,1,EMOTION_JOY,,
"When I realized that we are living on borrowed time, and that the nuclear holocaust appears to come closer every day.",1,EMOTION_FEAR,,
"When others let me down, fail to keep agreements.",1,EMOTION_ANGER,,
Death in the close family.,1,EMOTION_SADNESS,,
When people manipulate others through appearing better than what they really are.,1,EMOTION_DISGUST,,
Participating in a theft several years ago.,1,EMOTION_SHAME,,
"Feeling helpless, not being able to accomplish what I really wanted to do.",1,EMOTION_GUILT,,
I received the message that I'd been accepted at the school where I really wanted to go.,1,EMOTION_JOY,,
I came home and discovered that someone had broken in. Then I realized that they probably were still there.,1,EMOTION_FEAR,,
I was accused of having drunk a bottle of liquor and then refilling with water.,1,EMOTION_ANGER,,
"Got a package from my parents, without even a small note enclosed.",1,EMOTION_SADNESS,,
"Quarreling with my father, when he made false assertions.",1,EMOTION_DISGUST,,
Telling friends about how my parents had been treating my brothers and sisters unfairly.,1,EMOTION_SHAME,,
"I've always defended my sister when needed, at the expense of my brother. This has led to feelings of guilt towards him.",1,EMOTION_GUILT,,
Winning the local soccer championships this year was a great joy.,1,EMOTION_JOY,,
Before important sports events.,1,EMOTION_FEAR,,
When colliding with my car. I myself was to blame.,1,EMOTION_ANGER,,
"Not succeeding in a cross-country skiing competition, which I intended to win.",1,EMOTION_SADNESS,,
Can't remember any episode of disgust.,1,EMOTION_DISGUST,,
"When I got really drunk on Norvegian Indipendence Day, and was not allowed to participate in football (soccer) games for two weeks. That was very unpleasant.",1,EMOTION_SHAME,,
When I and the boy next door set fire to a house by accident.,1,EMOTION_GUILT,,
Getting the top price in the football pools.,1,EMOTION_JOY,,
Was threatened with a knife ... in the military by soldiers form another unit. The reason was girls.,1,EMOTION_FEAR,,
When my mother treats me as a 10-year old boy.,1,EMOTION_ANGER,,
Getting to know that my uncle in America had a brain tumor.,1,EMOTION_SADNESS,,
"Outside a night club, a grown man was sitting on top of a younger woman, beating her up.",1,EMOTION_DISGUST,,
"My father was a member of the public Alcohol and Drugs Board, when I was picked up by the police for being drunk in a public place.",1,EMOTION_SHAME,,
"When being illoyal (disloyal) to people close to me. Had such an episode with my sister, who should have received my support and attention.",1,EMOTION_GUILT,,
"Receiving close friends form abroad, whom I hadn't seen for years.",1,EMOTION_JOY,,
"Motorcycle accident with two people involved, running off the road. Broke an arm, only.",1,EMOTION_FEAR,,
"Having agreed to share the taxi expenses, three people in the back of the car just ran off, leaving the person up front with the entire bill.",1,EMOTION_ANGER,,
Death of a close friend.,1,EMOTION_SADNESS,,
Can't remember any such feelings now.,1,EMOTION_DISGUST,,
"At a private party I literally fell into the food. The party was completely ruined for the host, carpets had to be cleaned, etc.",1,EMOTION_SHAME,,
"Accidentally dropped a friends camera flash, so that it was broken.",1,EMOTION_GUILT,,
Selling my used car.,1,EMOTION_JOY,,
"Almost crashing my car, something which could have led to great problems.",1,EMOTION_FEAR,,
Realizing that a friend had been talked into signing a certain contract.,1,EMOTION_ANGER,,
"Talking to a pensioned and bitter ""street order"" policeman.",1,EMOTION_SADNESS,,
The sadistinc exacution of a student in the USA.,1,EMOTION_DISGUST,,
Forgetting an important appointment.,1,EMOTION_SHAME,,
Not keeping a promise of delivering materials of great importance to the receiver.,1,EMOTION_GUILT,,
Managed to run 30 Km on skis fairly simply.,1,EMOTION_JOY,,
Afraid I wouldn't catch the train when I was going to see my sweetheart.,1,EMOTION_FEAR,,
Receiving personal criticisms early in the morning.,1,EMOTION_ANGER,,
Not getting a job.,1,EMOTION_SADNESS,,
Seeing a pornographic film when looking for a place to live.,1,EMOTION_DISGUST,,
When unjustified hurting other people.,1,EMOTION_SHAME,,
"The negative feelings towards me displayed by my ""parents-in-law"".",1,EMOTION_GUILT,,
Reunion with my wife after a legal separation.,1,EMOTION_JOY,,
"The house was on fire, and I was saved by the dog. I am afraid of the fire, verging on panic.",1,EMOTION_FEAR,,
"Physical violence. A friend wouldn't listen to me I repeatedly tried to warn him, to no avail. Result: eight people were ""pissed off"".",1,EMOTION_ANGER,,
My father dying.,1,EMOTION_SADNESS,,
Maltreatment of children.,1,EMOTION_DISGUST,,
I lost my driver's licence because of speeding.,1,EMOTION_SHAME,,
"Car accident, hurt three of my closest family.",1,EMOTION_GUILT,,
Relating to my closest family.,1,EMOTION_JOY,,
"Thinking of the unknown, what happens at the moment of death, etc.",1,EMOTION_FEAR,,
"In traffic I often get relatively angry with other drivers. Several transgressions make me mad, especially not yielding to priority traffic (e.g. coming from the right).",1,EMOTION_ANGER,,
"Losing close people and animals. So far, I've felt most when losing our dog in a traffic accident.",1,EMOTION_SADNESS,,
I feel disgust towards those who are responsible for the death of others.,1,EMOTION_DISGUST,,
"Talking about a person's unattractiveness, not realizing that the person was listening.",1,EMOTION_SHAME,,
"I often feel guilty, and it has to do with other people, e.g. if I haven't visited my older relatives for a while.",1,EMOTION_GUILT,,
When the contract about my shop was signed.,1,EMOTION_JOY,,
"Being very close to having an auto accident, almost driving off the road.",1,EMOTION_FEAR,,
"Having gone to school without learning anything, as usual.",1,EMOTION_ANGER,,
"My sweatheart were away on a trip, and then she got problems.",1,EMOTION_SADNESS,,
Overeating a traditional type of food - blood pudding.,1,EMOTION_DISGUST,,
Forgot to do some shopping that I had promised to do.,1,EMOTION_SHAME,,
I crashed my father's car.,1,EMOTION_GUILT,,
Receiving a letter form a girl that means a lot to me emotionally.,1,EMOTION_JOY,,
Being close to drowning.,1,EMOTION_FEAR,,
Being slandered by friends.,1,EMOTION_ANGER,,
Love problems.,1,EMOTION_SADNESS,,
Does not apply.,1,EMOTION_DISGUST,,
"Having finally to admit I was wrong, after having denied it for a long time.",1,EMOTION_SHAME,,
Being aggressive against members of my family.,1,EMOTION_GUILT,,
I won the country ski championship.,1,EMOTION_JOY,,
I was scared in the dark when I was a little boy.,1,EMOTION_FEAR,,
Angry when our team (small boys) lost the county championship football final.,1,EMOTION_ANGER,,
My grandfather's death.,1,EMOTION_SADNESS,,
"A teacher gave me lower grades than I was entitled to, and was hoping for.",1,EMOTION_DISGUST,,
Was caught stealing apples in a neighbor's garden.,1,EMOTION_SHAME,,
Not helping parents enough at home and at the farm - this has happened many times.,1,EMOTION_GUILT,,
"When the bank let me borrow some money this winter, after my grant was spent.",1,EMOTION_JOY,,
"Once I was stopped by the police in Spain, when I had some ""grass"" in my tobacco.",1,EMOTION_FEAR,,
"My father accused my brother of having bumped his car, and it was wrong.",1,EMOTION_ANGER,,
